joint,pos_min,pos_max,vel_min,vel_max,acc_min,acc_max,sample_count
joint_1,-0.6414,0.4851,-7.463969,7.164804,-106.669354,92.566876,11218
joint_2,-0.1207,1.1096,-4.87785,4.813378,-61.722326,63.832179,11218
joint_3,0.9522,2.3312,-5.330148,5.303262,-75.69346,72.226215,11218
joint_4,-0.0004,2.0163,-7.281921,7.355122,-95.630921,83.148074,11218
joint_5,0.5278,1.6102,-5.732555,5.738295,-88.427378,79.871484,11218
joint_6,-2.932,0.0001,-11.320941,12.057034,-136.778566,150.014396,11218
